PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Alone
91,3,0,0.33937106357378477,0,0,0.0157125535690723,0.0,1
92,3,0,0.23342796360278015,0,0,0.0153303774213923,0.0,1
93,1,0,0.5394858079634601,1,0,0.1194056477749072,0.0,0
94,3,0,0.3040566969167832,1,2,0.0401597254265421,0.0,0
95,3,0,0.6925147301438,0,0,0.014151057562208,0.0,1
96,3,0,0.2989062360672441,0,0,0.0157125535690723,0.0,1
97,1,0,0.8337721967718063,0,0,0.0676404936513476,1.0,1
98,1,0,0.2687423302597817,0,1,0.1236671655646408,1.0,0
99,2,1,0.398228341335454,0,1,0.0448930101973496,0.0,0
100,2,0,0.398228341335454,1,0,0.0507486202230909,0.0,0
101,3,1,0.32759960802145094,0,0,0.0154115752137492,0.0,1
102,3,0,0.30098275667846,0,0,0.0154115752137492,0.0,1
103,1,0,0.24519941915511398,0,1,0.1508551532881592,0.0,0
104,3,0,0.38645688578312015,0,0,0.0168918734282566,0.0,1
105,3,0,0.43354270799245553,2,0,0.0154685698179998,0.0,0
106,3,0,0.32759960802145094,0,0,0.0154115752137492,0.0,1
107,3,1,0.24519941915511398,0,0,0.0149318055656402,0.0,1
108,3,0,0.30260949097169815,0,0,0.0151757893167127,0.0,1
109,3,0,0.4453141635447894,0,0,0.0154115752137492,0.0,1
110,3,1,0.3039879705193725,1,0,0.0471376607072171,2.0,0
111,1,0,0.551257263515794,0,0,0.1014972404461818,0.0,1
112,3,1,0.168684958064944,1,0,0.0282127194780231,1.0,0
113,3,0,0.2569708747074479,0,0,0.0157125535690723,0.0,1
114,3,1,0.23342796360278015,1,0,0.0191771228343026,0.0,0
115,3,1,0.1981135969457786,0,0,0.0282207221450582,1.0,1
116,3,0,0.24519941915511398,0,0,0.0154685698179998,0.0,1
117,3,0,0.8278864689956393,0,0,0.0151269925664982,2.0,1
118,2,0,0.33937106357378477,1,0,0.0409892701801888,0.0,0
119,1,0,0.28051378581211556,0,1,0.4831284260198326,1.0,0
120,3,1,0.021541763660770936,4,2,0.0610447345183526,0.0,0
121,2,0,0.24519941915511398,2,0,0.1434624456306609,0.0,0
122,3,0,0.2989062360672441,0,0,0.0157125535690723,0.0,1
123,2,0,0.38057115800695324,1,0,0.0586942926540201,1.0,0
124,2,1,0.38057115800695324,0,0,0.0253743101115454,0.0,1
125,1,0,0.6336574523821309,0,1,0.1508551532881592,0.0,0
126,3,0,0.13925631918410938,1,0,0.0219423370754585,1.0,0
127,3,0,0.30294616275515923,0,0,0.0151269925664982,2.0,1
128,3,0,0.28051378581211556,0,0,0.0139396700402787,0.0,1
129,3,1,0.33162247098442904,1,1,0.0436404952128436,1.0,0
130,3,0,0.5277143524111263,0,0,0.0136142933098484,0.0,1
131,3,0,0.38645688578312015,0,0,0.0154115752137492,1.0,1
132,3,0,0.23342796360278015,0,0,0.0137606835604919,0.0,1
133,3,1,0.551257263515794,1,0,0.028302115124416,0.0,0
134,2,1,0.33937106357378477,1,0,0.0507486202230909,0.0,0
135,2,0,0.2922852413644494,0,0,0.0253743101115454,0.0,1
136,2,0,0.2687423302597817,0,0,0.0293674457750992,1.0,1
137,1,1,0.22165650805044632,0,2,0.0513015849965217,0.0,0
138,1,0,0.43354270799245553,1,0,0.1036442974556203,0.0,0
139,3,0,0.18634214139344477,0,0,0.0179898003080831,0.0,1
140,1,0,0.28051378581211556,0,0,0.1545881046795693,1.0,1
141,3,1,0.35715649426654894,0,2,0.0297578197768153,1.0,0
142,3,1,0.2569708747074479,0,0,0.0151269925664982,0.0,1
143,3,1,0.28051378581211556,1,0,0.0309371396359996,0.0,0
144,3,0,0.22165650805044632,0,0,0.0131751225579178,2.0,1
145,2,0,0.20988505249811246,0,0,0.0224465050986748,0.0,1
146,2,0,0.22165650805044632,1,1,0.0717312228153304,0.0,0
147,3,0,0.3158281524691171,0,0,0.0152163882128912,0.0,1
148,3,1,0.10394195252710786,2,2,0.0670955315449519,0.0,0
149,2,0,0.4276569802162886,0,2,0.0507486202230909,0.0,0
150,2,0,0.49239998575412475,0,0,0.0253743101115454,0.0,1
151,2,0,0.5983430857251293,0,0,0.0244471718574697,0.0,1
152,1,1,0.2569708747074479,1,0,0.1299945425714559,0.0,0
153,3,0,0.6513146357106316,0,0,0.0157125535690723,0.0,1
154,3,0,0.474742802425624,0,2,0.028302115124416,0.0,0
155,3,0,0.3088376832168969,0,0,0.0142730494377443,0.0,1
156,1,0,0.5983430857251293,0,1,0.1198042196306593,1.0,0
157,3,1,0.18634214139344477,0,0,0.0150943963373549,2.0,1
158,3,0,0.35114251912611866,0,0,0.0157125535690723,0.0,1
159,3,0,0.2912264372321081,0,0,0.0169080739493278,0.0,1
160,3,0,0.16416719094811855,8,2,0.1357525590967682,0.0,0
161,3,0,0.5159428968587925,0,1,0.0314251071381447,0.0,0
162,2,1,0.4688570746494571,0,0,0.0307419526351416,0.0,1
163,3,0,0.3040566969167832,0,0,0.0151757893167127,0.0,1
164,3,0,0.1981135969457786,0,0,0.0169080739493278,0.0,1
165,3,0,0.009770308108437091,4,1,0.0774648409655354,0.0,0
166,3,0,0.10394195252710786,0,2,0.0400621319261131,0.0,0
167,1,1,0.30801705276104474,0,1,0.1073528504719231,0.0,0
168,3,1,0.5277143524111263,1,4,0.0544571732393937,0.0,0
169,1,0,0.5294348249301696,0,0,0.0506022299724474,0.0,1
170,3,0,0.32759960802145094,0,0,0.1102724576307577,0.0,1
171,1,0,0.7160576412484678,0,0,0.065387645287444,0.0,1
172,3,0,0.04508467476543863,4,1,0.0568482139999047,2.0,0
173,3,1,0.009770308108437091,1,1,0.0217307543665283,0.0,0
174,3,0,0.24519941915511398,0,0,0.0154685698179998,0.0,1
175,1,0,0.6572003634867986,0,0,0.0599142114093828,1.0,1
176,3,0,0.20988505249811246,1,1,0.0153303774213923,0.0,0
177,3,0,0.04885336680979911,3,1,0.049707687947515,0.0,0
178,1,1,0.5865716301727955,0,0,0.0560430676213653,1.0,1
179,2,0,0.35114251912611866,0,0,0.0253743101115454,0.0,1
180,3,0,0.4217712524401217,0,0,0.0,0.0,1
181,3,1,0.4231738457254044,8,2,0.1357525590967682,0.0,0
182,2,0,0.45342751570694334,0,0,0.0293756436291353,1.0,1
183,3,0,0.10394195252710786,4,2,0.0612643198943179,0.0,0
184,2,0,0.009770308108437091,2,1,0.0761229303346364,0.0,0
185,3,1,0.04508467476543863,0,2,0.0429899369389837,0.0,0
186,1,0,0.5572635150754633,0,0,0.097593500429021,0.0,1
187,3,1,0.29649836486047515,1,0,0.0302539851329965,2.0,0
188,1,0,0.5277143524111263,0,0,0.0518221487278101,0.0,1
189,3,0,0.4688570746494571,1,1,0.0302539851329965,2.0,0
190,3,0,0.4217712524401217,0,0,0.0154115752137492,0.0,1
191,2,1,0.3746854302307863,0,0,0.0253743101115454,0.0,1
192,2,0,0.22165650805044632,0,0,0.0253743101115454,0.0,1
193,3,1,0.22165650805044632,1,0,0.0153303774213923,0.0,0
194,2,0,0.03331321921310478,1,1,0.0507486202230909,0.0,0
195,1,1,0.5159428968587925,0,0,0.0541073981338561,1.0,1
196,1,1,0.6807432745914662,0,0,0.2859895551532101,1.0,1
197,3,0,0.30294616275515923,0,0,0.0151269925664982,2.0,1
198,3,0,0.49239998575412475,0,1,0.0164039059261115,0.0,0
199,3,1,0.27528909775910043,0,0,0.0151269925664982,2.0,1
200,2,1,0.28051378581211556,0,0,0.0253743101115454,0.0,1
201,3,0,0.32759960802145094,0,0,0.0185427650815139,0.0,1
202,3,0,0.16416719094811855,8,2,0.1357525590967682,0.0,0
203,3,0,0.398228341335454,0,0,0.0126789572017366,0.0,1
204,3,0,0.5336000801872932,0,0,0.0141022608119935,1.0,1
205,3,0,0.20988505249811246,0,0,0.0157125535690723,0.0,1
206,3,1,0.021541763660770936,0,1,0.0204214399647726,0.0,0
207,3,0,0.3746854302307863,1,0,0.0309371396359996,0.0,0
208,3,0,0.3040566969167832,0,0,0.0366707577862046,1.0,1
209,3,1,0.18634214139344477,0,0,0.0151269925664982,2.0,1
210,1,0,0.4688570746494571,0,0,0.060507970265993,1.0,1
211,3,0,0.28051378581211556,0,0,0.0137606835604919,0.0,1
212,2,1,0.40999979688778787,0,0,0.0409892701801888,0.0,1
213,3,0,0.2569708747074479,0,0,0.014151057562208,0.0,1
214,2,0,0.35114251912611866,0,0,0.0253743101115454,0.0,1
215,3,0,0.24666469917727055,1,0,0.0151269925664982,2.0,0
216,1,1,0.3629139746784525,1,0,0.2210980752219471,1.0,0
217,3,1,0.3158281524691171,0,0,0.0154685698179998,0.0,1
218,2,0,0.49239998575412475,1,0,0.0527004902316713,0.0,0
219,1,1,0.3746854302307863,0,0,0.1489114811336148,1.0,1
220,2,0,0.35114251912611866,0,0,0.0204946350900944,0.0,1
221,3,0,0.18634214139344477,0,0,0.0157125535690723,0.0,1
222,2,0,0.3158281524691171,0,0,0.0253743101115454,0.0,1
223,3,0,0.5983430857251293,0,0,0.0157125535690723,0.0,1
224,3,0,0.30098275667846,0,0,0.0154115752137492,0.0,1
225,1,0,0.4453141635447894,1,0,0.1756683007722378,0.0,0
226,3,0,0.2569708747074479,0,0,0.0182499845802269,0.0,1
227,2,0,0.22165650805044632,0,0,0.0204946350900944,0.0,1
228,3,0,0.23931369137894706,0,0,0.014151057562208,0.0,1
229,2,0,0.20988505249811246,0,0,0.0253743101115454,0.0,1
230,3,1,0.023905033433872323,3,1,0.049707687947515,0.0,0
231,1,1,0.40999979688778787,1,0,0.1629323489662505,0.0,0
232,3,0,0.33937106357378477,0,0,0.0151757893167127,0.0,1
233,2,0,0.6925147301438,0,0,0.0263502451158356,0.0,1
234,3,1,0.05685613031777247,4,2,0.0612643198943179,0.0,0
235,2,0,0.28051378581211556,0,0,0.0204946350900944,0.0,1
236,3,1,0.2713024278548045,0,0,0.0147366185647821,0.0,1
237,2,0,0.5159428968587925,1,0,0.0507486202230909,0.0,0
238,2,1,0.09217049697477402,0,2,0.051236587725236,0.0,0
239,2,0,0.22165650805044632,0,0,0.0204946350900944,0.0,1
240,2,0,0.38645688578312015,0,0,0.0239592043553246,0.0,1
241,3,1,0.2984628261938481,1,0,0.0282127194780231,1.0,0
242,3,1,0.29649836486047515,1,0,0.0302539851329965,2.0,0
243,2,0,0.33937106357378477,0,0,0.0204946350900944,0.0,1
244,3,0,0.2569708747074479,0,0,0.0139070738111354,0.0,1
245,3,0,0.35114251912611866,0,0,0.0141022608119935,1.0,1
246,1,0,0.5159428968587925,2,0,0.1756683007722378,2.0,0
247,3,1,0.2922852413644494,0,0,0.0151757893167127,0.0,1
248,2,1,0.28051378581211556,0,2,0.028302115124416,0.0,0
249,1,0,0.43354270799245553,1,1,0.1025789668049371,0.0,0
250,2,0,0.6336574523821309,1,0,0.0507486202230909,0.0,0
251,3,0,0.3096793514494148,0,0,0.014151057562208,0.0,1
252,3,1,0.33937106357378477,1,1,0.0204214399647726,0.0,0
253,1,0,0.7278290968008017,0,0,0.0518221487278101,0.0,1
254,3,0,0.35114251912611866,1,0,0.0314251071381447,0.0,0
255,3,1,0.4806285302017909,0,2,0.0394521725484317,0.0,0
256,3,1,0.33937106357378477,0,2,0.0297578197768153,1.0,0
257,1,1,0.33962589683435723,0,0,0.1545881046795693,1.0,1
258,1,1,0.35114251912611866,0,0,0.1688367557422063,0.0,1
259,1,1,0.40999979688778787,0,0,1.0,1.0,1
260,2,1,0.5865716301727955,0,1,0.0507486202230909,0.0,0
261,3,0,0.30294616275515923,0,0,0.0151269925664982,2.0,1
262,3,0,0.03331321921310478,4,2,0.0612643198943179,0.0,0
263,1,0,0.6101145412774631,1,1,0.1554664461834305,0.0,0
264,1,0,0.4688570746494571,0,0,0.0,0.0,1
265,3,1,0.27528909775910043,0,0,0.0151269925664982,2.0,1
266,2,0,0.4217712524401217,0,0,0.0204946350900944,0.0,1
267,3,0,0.18634214139344477,4,1,0.0774648409655354,0.0,0
268,3,0,0.2922852413644494,1,0,0.0151757893167127,0.0,0
269,1,1,0.6807432745914662,0,1,0.2995388511917728,0.0,0
270,1,1,0.40999979688778787,0,0,0.2647385704347907,0.0,1
271,1,0,0.5638028733257963,0,0,0.060507970265993,0.0,1
272,3,0,0.2922852413644494,0,0,0.0,0.0,1
273,2,1,0.4806285302017909,0,1,0.0380614651673182,0.0,0
274,1,0,0.43354270799245553,0,1,0.0579705392548384,1.0,0
275,3,1,0.27528909775910043,0,0,0.0151269925664982,2.0,1
276,1,1,0.7396005523531355,1,0,0.1521644676899149,0.0,0
277,3,1,0.5277143524111263,0,0,0.0151269925664982,0.0,1
278,2,0,0.45419381167023287,0,0,0.0,0.0,1
279,3,0,0.08039904142244017,4,1,0.0568482139999047,2.0,0
280,3,1,0.40999979688778787,1,1,0.0395253676737535,0.0,0
281,3,0,0.7631434634578032,0,0,0.0151269925664982,2.0,1
282,3,0,0.32759960802145094,0,0,0.0153303774213923,0.0,1
283,3,0,0.18634214139344477,0,0,0.0185427650815139,0.0,1
284,3,0,0.22165650805044632,0,0,0.0157125535690723,0.0,1
285,1,0,0.5294900575135184,0,0,0.0507486202230909,0.0,1
286,3,0,0.38645688578312015,0,0,0.0169080739493278,1.0,1
287,3,0,0.35114251912611866,0,0,0.0185427650815139,0.0,1
288,3,0,0.2569708747074479,0,0,0.0154115752137492,0.0,1
289,2,0,0.49239998575412475,0,0,0.0253743101115454,0.0,1
290,3,1,0.2569708747074479,0,0,0.0151269925664982,2.0,1
291,1,1,0.3040566969167832,0,0,0.1539049501765661,0.0,1
292,1,1,0.22165650805044632,1,0,0.1777747588854978,1.0,0
293,2,0,0.4217712524401217,0,0,0.0251303263604729,1.0,1
294,3,1,0.28051378581211556,0,0,0.0172740495759367,0.0,1
295,3,0,0.28051378581211556,0,0,0.0154115752137492,0.0,1
296,1,0,0.5322997345380146,0,0,0.0541073981338561,1.0,1
297,3,0,0.27462805803594864,0,0,0.0141104586660295,1.0,1
298,1,1,0.021541763660770936,1,2,0.2958058998003627,0.0,0
299,1,0,0.558358826598262,0,0,0.0595320352617028,0.0,1
300,1,1,0.5865716301727955,0,1,0.4831284260198326,1.0,0
301,3,1,0.27528909775910043,0,0,0.0151269925664982,2.0,1
302,3,0,0.23797351540330242,2,0,0.0453809776994947,2.0,0
303,3,0,0.22165650805044632,0,0,0.0,0.0,1
304,2,1,0.3713043653958666,0,0,0.0241055946059681,2.0,1
305,3,0,0.2989062360672441,0,0,0.0157125535690723,0.0,1
306,1,0,0.008828591664250384,1,2,0.2958058998003627,0.0,0
307,1,1,0.3869257789825734,0,0,0.2164297877224253,1.0,1
308,1,1,0.1981135969457786,1,0,0.2125586439344078,1.0,0
309,2,0,0.35114251912611866,1,0,0.04684488020593,1.0,0
310,1,1,0.35114251912611866,0,0,0.1111183980924764,1.0,1
311,1,1,0.28051378581211556,0,0,0.1623141917345331,1.0,1
312,1,1,0.20988505249811246,2,2,0.5121218935012878,1.0,0
313,2,1,0.3040566969167832,1,1,0.0507486202230909,0.0,0
314,3,0,0.32759960802145094,0,0,0.0154115752137492,0.0,1
315,2,0,0.5041714413064585,1,1,0.051236587725236,0.0,0
316,3,1,0.3040566969167832,0,0,0.0153303774213923,0.0,1
317,2,1,0.28051378581211556,1,0,0.0507486202230909,0.0,0
318,2,0,0.6336574523821309,0,0,0.0273261801201258,0.0,1
319,1,1,0.3629139746784525,0,2,0.3217983671436256,0.0,0
320,1,1,0.4688570746494571,1,1,0.2625265161540666,1.0,0
321,3,0,0.2569708747074479,0,0,0.014151057562208,0.0,1
322,3,0,0.3158281524691171,0,0,0.0154115752137492,0.0,1
323,2,1,0.35114251912611866,0,0,0.0241055946059681,2.0,1
324,2,1,0.2569708747074479,1,1,0.0566042302488321,0.0,0
325,3,0,0.16416719094811855,8,2,0.1357525590967682,0.0,0
326,1,1,0.4217712524401217,0,0,0.2647385704347907,1.0,1
327,3,0,0.7160576412484678,0,0,0.0121747891785203,0.0,1
328,2,1,0.4217712524401217,0,0,0.0253743101115454,0.0,1
329,3,1,0.3629139746784525,1,1,0.0400621319261131,0.0,0
330,1,1,0.18634214139344477,0,1,0.1131678616014859,1.0,0
331,3,1,0.20513446657111029,2,0,0.0453809776994947,2.0,0
332,1,0,0.5336000801872932,0,0,0.0556282952445419,0.0,1
333,1,0,0.4453141635447894,0,1,0.2995388511917728,0.0,0
334,3,0,0.18634214139344477,2,0,0.0351336601544475,0.0,0
335,1,1,0.3101195281959806,1,0,0.2608674266467732,0.0,0
336,3,0,0.30098275667846,0,0,0.0154115752137492,0.0,1
337,1,0,0.33937106357378477,1,0,0.1299945425714559,0.0,0
338,1,1,0.4806285302017909,0,0,0.2625265161540666,1.0,1
339,3,0,0.5277143524111263,0,0,0.0157125535690723,0.0,1
340,1,0,0.5277143524111263,0,0,0.0692913853046049,0.0,1
341,2,0,0.021541763660770936,1,1,0.0507486202230909,0.0,0
342,1,1,0.28051378581211556,3,2,0.5133418122566507,0.0,0
343,2,0,0.32759960802145094,0,0,0.0253743101115454,0.0,1
344,2,0,0.2922852413644494,0,0,0.0253743101115454,0.0,1
345,2,0,0.4217712524401217,0,0,0.0253743101115454,0.0,1
346,2,1,0.28051378581211556,0,0,0.0253743101115454,0.0,1
347,2,1,0.4688570746494571,0,0,0.0253743101115454,0.0,1
348,3,1,0.29537121601930716,1,0,0.0314251071381447,0.0,0
349,3,0,0.03331321921310478,1,1,0.0310347331364286,0.0,0
350,3,0,0.49239998575412475,0,0,0.0169080739493278,0.0,1
351,3,0,0.2687423302597817,0,0,0.0180060008291543,0.0,1
352,1,0,0.5761470862770025,0,0,0.0683154503003147,0.0,1
353,3,0,0.17457068584111093,1,1,0.0141104586660295,1.0,0
354,3,0,0.2922852413644494,1,0,0.0347432861527314,0.0,0
355,3,0,0.3100160456851455,0,0,0.0141022608119935,1.0,1
356,3,0,0.32759960802145094,0,0,0.0185427650815139,0.0,1
357,1,1,0.2569708747074479,0,1,0.1073528504719231,0.0,0
358,2,1,0.4453141635447894,0,0,0.0253743101115454,0.0,1
359,3,1,0.27695514597650267,0,0,0.0153791741716068,2.0,1
360,3,1,0.27695514597650267,0,0,0.0153791741716068,2.0,1
361,3,0,0.4688570746494571,1,4,0.0544571732393937,0.0,0
362,2,0,0.33937106357378477,1,0,0.0541073981338561,1.0,0
363,3,1,0.5277143524111263,0,1,0.0282127194780231,1.0,0
364,3,0,0.40999979688778787,0,0,0.0137606835604919,0.0,1
365,3,0,0.3324830664802652,1,0,0.0302539851329965,2.0,0
366,3,0,0.35114251912611866,0,0,0.014151057562208,0.0,1
367,1,1,0.704286185696134,1,0,0.1468782181456766,1.0,0
368,3,1,0.25746222017655507,0,0,0.0141104586660295,1.0,1
369,3,1,0.27528909775910043,0,0,0.0151269925664982,2.0,1
370,1,1,0.28051378581211556,0,0,0.1352645915946231,1.0,1
371,1,0,0.2922852413644494,1,0,0.1082149914547131,1.0,0
372,3,0,0.20988505249811246,1,0,0.0126789572017366,0.0,0
373,3,0,0.22165650805044632,0,0,0.0157125535690723,0.0,1
374,1,0,0.2569708747074479,0,0,0.2647385704347907,1.0,1
375,3,1,0.03331321921310478,3,1,0.0411356604308323,0.0,0
376,1,1,0.5333306529514457,1,0,0.16038672010106,1.0,0
377,3,1,0.2569708747074479,0,0,0.014151057562208,0.0,1
378,1,0,0.3158281524691171,0,2,0.4128205068147589,1.0,0
379,3,0,0.23342796360278015,0,0,0.0078318784094289,1.0,1
380,3,0,0.22165650805044632,0,0,0.0151757893167127,0.0,1
381,1,1,0.49239998575412475,0,0,0.4440992237022602,1.0,1
382,3,1,0.009770308108437091,0,2,0.0307257521140704,1.0,0
383,3,0,0.3746854302307863,0,0,0.0154685698179998,0.0,1
384,1,1,0.40999979688778787,1,0,0.1014972404461818,0.0,0
385,3,0,0.30098275667846,0,0,0.0154115752137492,0.0,1
386,2,0,0.20988505249811246,0,0,0.1434624456306609,0.0,1
387,3,0,0.009770308108437091,5,2,0.0915427034024217,0.0,0
388,2,1,0.4217712524401217,0,0,0.0253743101115454,0.0,1
389,3,0,0.30322623236682267,0,0,0.0150863936703197,2.0,1
390,2,1,0.1981135969457786,0,0,0.023422440102965,1.0,1
391,1,0,0.4217712524401217,1,2,0.2342244010296504,0.0,0
392,3,0,0.24519941915511398,0,0,0.0152163882128912,0.0,1
393,3,0,0.32759960802145094,2,0,0.0154685698179998,0.0,0
394,1,1,0.2687423302597817,1,0,0.2210980752219471,1.0,0
395,3,1,0.28051378581211556,0,2,0.032596229143293,0.0,0
396,3,0,0.2569708747074479,0,0,0.0152163882128912,0.0,1
397,3,1,0.3629139746784525,0,0,0.0153303774213923,0.0,1
398,2,0,0.5394858079634601,0,0,0.0507486202230909,0.0,1
399,2,0,0.2687423302597817,0,0,0.0204946350900944,0.0,1
400,2,1,0.32759960802145094,0,0,0.0246911556085423,0.0,1
401,3,0,0.45708561909712325,0,0,0.0154685698179998,0.0,1
402,3,0,0.3040566969167832,0,0,0.0157125535690723,0.0,1
403,3,1,0.24519941915511398,1,0,0.0191771228343026,0.0,0
404,3,0,0.32759960802145094,1,0,0.0309371396359996,0.0,0
405,3,1,0.23342796360278015,0,0,0.0169080739493278,0.0,1
406,2,0,0.398228341335454,1,0,0.0409892701801888,0.0,0
407,3,0,0.5983430857251293,0,0,0.0151269925664982,0.0,1
408,2,0,0.03331321921310478,1,1,0.0365975626608828,0.0,0
409,3,0,0.24519941915511398,0,0,0.0151757893167127,0.0,1
410,3,1,0.023905033433872323,3,1,0.049707687947515,0.0,0
411,3,0,0.30098275667846,0,0,0.0154115752137492,0.0,1
