PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Alone
63,1,0,45.0,1,0,83.475,0.0,0
64,3,0,4.0,3,2,27.9,0.0,0
65,1,0,,0,0,27.7208,1.0,1
66,3,0,,1,1,15.2458,1.0,0
67,2,1,29.0,0,0,10.5,0.0,1
68,3,0,19.0,0,0,8.1583,0.0,1
69,3,1,17.0,4,2,7.925,0.0,0
70,3,0,26.0,2,0,8.6625,0.0,0
71,2,0,32.0,0,0,10.5,0.0,1
72,3,1,16.0,5,2,46.9,0.0,0
73,2,0,21.0,0,0,73.5,0.0,1
74,3,0,26.0,1,0,14.4542,1.0,0
75,3,0,32.0,0,0,56.4958,0.0,1
76,3,0,25.0,0,0,7.65,0.0,1
77,3,0,,0,0,7.8958,0.0,1
78,3,0,,0,0,8.05,0.0,1
79,2,0,0.83,0,2,29.0,0.0,0
80,3,1,30.0,0,0,12.475,0.0,1
81,3,0,22.0,0,0,9.0,0.0,1
82,3,0,29.0,0,0,9.5,0.0,1
83,3,1,,0,0,7.7875,2.0,1
84,1,0,28.0,0,0,47.1,0.0,1
85,2,1,17.0,0,0,10.5,0.0,1
86,3,1,33.0,3,0,15.85,0.0,0
87,3,0,16.0,1,3,34.375,0.0,0
88,3,0,,0,0,8.05,0.0,1
89,1,1,23.0,3,2,263.0,0.0,0
90,3,0,24.0,0,0,8.05,0.0,1
91,3,0,29.0,0,0,8.05,0.0,1
92,3,0,20.0,0,0,7.8542,0.0,1
93,1,0,46.0,1,0,61.175,0.0,0
94,3,0,26.0,1,2,20.575,0.0,0
95,3,0,59.0,0,0,7.25,0.0,1
96,3,0,,0,0,8.05,0.0,1
97,1,0,71.0,0,0,34.6542,1.0,1
98,1,0,23.0,0,1,63.3583,1.0,0
99,2,1,34.0,0,1,23.0,0.0,0
100,2,0,34.0,1,0,26.0,0.0,0
101,3,1,28.0,0,0,7.8958,0.0,1
102,3,0,,0,0,7.8958,0.0,1
103,1,0,21.0,0,1,77.2875,0.0,0
104,3,0,33.0,0,0,8.6542,0.0,1
105,3,0,37.0,2,0,7.925,0.0,0
106,3,0,28.0,0,0,7.8958,0.0,1
107,3,1,21.0,0,0,7.65,0.0,1
108,3,0,,0,0,7.775,0.0,1
109,3,0,38.0,0,0,7.8958,0.0,1
110,3,1,,1,0,24.15,2.0,0
111,1,0,47.0,0,0,52.0,0.0,1
112,3,1,14.5,1,0,14.4542,1.0,0
113,3,0,22.0,0,0,8.05,0.0,1
114,3,1,20.0,1,0,9.825,0.0,0
115,3,1,17.0,0,0,14.4583,1.0,1
116,3,0,21.0,0,0,7.925,0.0,1
117,3,0,70.5,0,0,7.75,2.0,1
118,2,0,29.0,1,0,21.0,0.0,0
119,1,0,24.0,0,1,247.5208,1.0,0
120,3,1,2.0,4,2,31.275,0.0,0
121,2,0,21.0,2,0,73.5,0.0,0
122,3,0,,0,0,8.05,0.0,1
123,2,0,32.5,1,0,30.0708,1.0,0
124,2,1,32.5,0,0,13.0,0.0,1
125,1,0,54.0,0,1,77.2875,0.0,0
126,3,0,12.0,1,0,11.2417,1.0,0
127,3,0,,0,0,7.75,2.0,1
128,3,0,24.0,0,0,7.1417,0.0,1
129,3,1,,1,1,22.3583,1.0,0
130,3,0,45.0,0,0,6.975,0.0,1
131,3,0,33.0,0,0,7.8958,1.0,1
132,3,0,20.0,0,0,7.05,0.0,1
133,3,1,47.0,1,0,14.5,0.0,0
134,2,1,29.0,1,0,26.0,0.0,0
135,2,0,25.0,0,0,13.0,0.0,1
136,2,0,23.0,0,0,15.0458,1.0,1
137,1,1,19.0,0,2,26.2833,0.0,0
138,1,0,37.0,1,0,53.1,0.0,0
139,3,0,16.0,0,0,9.2167,0.0,1
140,1,0,24.0,0,0,79.2,1.0,1
141,3,1,,0,2,15.2458,1.0,0
142,3,1,22.0,0,0,7.75,0.0,1
143,3,1,24.0,1,0,15.85,0.0,0
144,3,0,19.0,0,0,6.75,2.0,1
145,2,0,18.0,0,0,11.5,0.0,1
146,2,0,19.0,1,1,36.75,0.0,0
147,3,0,27.0,0,0,7.7958,0.0,1
148,3,1,9.0,2,2,34.375,0.0,0
149,2,0,36.5,0,2,26.0,0.0,0
150,2,0,42.0,0,0,13.0,0.0,1
151,2,0,51.0,0,0,12.525,0.0,1
152,1,1,22.0,1,0,66.6,0.0,0
153,3,0,55.5,0,0,8.05,0.0,1
154,3,0,40.5,0,2,14.5,0.0,0
155,3,0,,0,0,7.3125,0.0,1
156,1,0,51.0,0,1,61.3792,1.0,0
157,3,1,16.0,0,0,7.7333,2.0,1
158,3,0,30.0,0,0,8.05,0.0,1
159,3,0,,0,0,8.6625,0.0,1
160,3,0,,8,2,69.55,0.0,0
161,3,0,44.0,0,1,16.1,0.0,0
162,2,1,40.0,0,0,15.75,0.0,1
163,3,0,26.0,0,0,7.775,0.0,1
164,3,0,17.0,0,0,8.6625,0.0,1
165,3,0,1.0,4,1,39.6875,0.0,0
166,3,0,9.0,0,2,20.525,0.0,0
167,1,1,,0,1,55.0,0.0,0
168,3,1,45.0,1,4,27.9,0.0,0
169,1,0,,0,0,25.925,0.0,1
170,3,0,28.0,0,0,56.4958,0.0,1
171,1,0,61.0,0,0,33.5,0.0,1
172,3,0,4.0,4,1,29.125,2.0,0
173,3,1,1.0,1,1,11.1333,0.0,0
174,3,0,21.0,0,0,7.925,0.0,1
175,1,0,56.0,0,0,30.6958,1.0,1
176,3,0,18.0,1,1,7.8542,0.0,0
177,3,0,,3,1,25.4667,0.0,0
178,1,1,50.0,0,0,28.7125,1.0,1
179,2,0,30.0,0,0,13.0,0.0,1
180,3,0,36.0,0,0,0.0,0.0,1
181,3,1,,8,2,69.55,0.0,0
182,2,0,,0,0,15.05,1.0,1
183,3,0,9.0,4,2,31.3875,0.0,0
184,2,0,1.0,2,1,39.0,0.0,0
185,3,1,4.0,0,2,22.025,0.0,0
186,1,0,,0,0,50.0,0.0,1
187,3,1,,1,0,15.5,2.0,0
188,1,0,45.0,0,0,26.55,0.0,1
189,3,0,40.0,1,1,15.5,2.0,0
190,3,0,36.0,0,0,7.8958,0.0,1
191,2,1,32.0,0,0,13.0,0.0,1
192,2,0,19.0,0,0,13.0,0.0,1
193,3,1,19.0,1,0,7.8542,0.0,0
194,2,0,3.0,1,1,26.0,0.0,0
195,1,1,44.0,0,0,27.7208,1.0,1
196,1,1,58.0,0,0,146.5208,1.0,1
197,3,0,,0,0,7.75,2.0,1
198,3,0,42.0,0,1,8.4042,0.0,0
199,3,1,,0,0,7.75,2.0,1
200,2,1,24.0,0,0,13.0,0.0,1
201,3,0,28.0,0,0,9.5,0.0,1
202,3,0,,8,2,69.55,0.0,0
203,3,0,34.0,0,0,6.4958,0.0,1
204,3,0,45.5,0,0,7.225,1.0,1
205,3,0,18.0,0,0,8.05,0.0,1
206,3,1,2.0,0,1,10.4625,0.0,0
207,3,0,32.0,1,0,15.85,0.0,0
208,3,0,26.0,0,0,18.7875,1.0,1
209,3,1,16.0,0,0,7.75,2.0,1
210,1,0,40.0,0,0,31.0,1.0,1
211,3,0,24.0,0,0,7.05,0.0,1
212,2,1,35.0,0,0,21.0,0.0,1
213,3,0,22.0,0,0,7.25,0.0,1
214,2,0,30.0,0,0,13.0,0.0,1
215,3,0,,1,0,7.75,2.0,0
216,1,1,31.0,1,0,113.275,1.0,0
217,3,1,27.0,0,0,7.925,0.0,1
218,2,0,42.0,1,0,27.0,0.0,0
219,1,1,32.0,0,0,76.2917,1.0,1
220,2,0,30.0,0,0,10.5,0.0,1
221,3,0,16.0,0,0,8.05,0.0,1
222,2,0,27.0,0,0,13.0,0.0,1
223,3,0,51.0,0,0,8.05,0.0,1
224,3,0,,0,0,7.8958,0.0,1
225,1,0,38.0,1,0,90.0,0.0,0
226,3,0,22.0,0,0,9.35,0.0,1
227,2,0,19.0,0,0,10.5,0.0,1
228,3,0,20.5,0,0,7.25,0.0,1
229,2,0,18.0,0,0,13.0,0.0,1
230,3,1,,3,1,25.4667,0.0,0
231,1,1,35.0,1,0,83.475,0.0,0
232,3,0,29.0,0,0,7.775,0.0,1
233,2,0,59.0,0,0,13.5,0.0,1
234,3,1,5.0,4,2,31.3875,0.0,0
235,2,0,24.0,0,0,10.5,0.0,1
236,3,1,,0,0,7.55,0.0,1
237,2,0,44.0,1,0,26.0,0.0,0
238,2,1,8.0,0,2,26.25,0.0,0
239,2,0,19.0,0,0,10.5,0.0,1
240,2,0,33.0,0,0,12.275,0.0,1
241,3,1,,1,0,14.4542,1.0,0
242,3,1,,1,0,15.5,2.0,0
243,2,0,29.0,0,0,10.5,0.0,1
244,3,0,22.0,0,0,7.125,0.0,1
245,3,0,30.0,0,0,7.225,1.0,1
246,1,0,44.0,2,0,90.0,2.0,0
247,3,1,25.0,0,0,7.775,0.0,1
248,2,1,24.0,0,2,14.5,0.0,0
249,1,0,37.0,1,1,52.5542,0.0,0
250,2,0,54.0,1,0,26.0,0.0,0
251,3,0,,0,0,7.25,0.0,1
252,3,1,29.0,1,1,10.4625,0.0,0
253,1,0,62.0,0,0,26.55,0.0,1
254,3,0,30.0,1,0,16.1,0.0,0
255,3,1,41.0,0,2,20.2125,0.0,0
256,3,1,29.0,0,2,15.2458,1.0,0
257,1,1,,0,0,79.2,1.0,1
258,1,1,30.0,0,0,86.5,0.0,1
259,1,1,35.0,0,0,512.3292,1.0,1
260,2,1,50.0,0,1,26.0,0.0,0
261,3,0,,0,0,7.75,2.0,1
262,3,0,3.0,4,2,31.3875,0.0,0
263,1,0,52.0,1,1,79.65,0.0,0
264,1,0,40.0,0,0,0.0,0.0,1
265,3,1,,0,0,7.75,2.0,1
266,2,0,36.0,0,0,10.5,0.0,1
267,3,0,16.0,4,1,39.6875,0.0,0
268,3,0,25.0,1,0,7.775,0.0,0
269,1,1,58.0,0,1,153.4625,0.0,0
270,1,1,35.0,0,0,135.6333,0.0,1
271,1,0,,0,0,31.0,0.0,1
272,3,0,25.0,0,0,0.0,0.0,1
273,2,1,41.0,0,1,19.5,0.0,0
274,1,0,37.0,0,1,29.7,1.0,0
275,3,1,,0,0,7.75,2.0,1
276,1,1,63.0,1,0,77.9583,0.0,0
277,3,1,45.0,0,0,7.75,0.0,1
278,2,0,,0,0,0.0,0.0,1
279,3,0,7.0,4,1,29.125,2.0,0
280,3,1,35.0,1,1,20.25,0.0,0
281,3,0,65.0,0,0,7.75,2.0,1
282,3,0,28.0,0,0,7.8542,0.0,1
283,3,0,16.0,0,0,9.5,0.0,1
284,3,0,19.0,0,0,8.05,0.0,1
285,1,0,,0,0,26.0,0.0,1
286,3,0,33.0,0,0,8.6625,1.0,1
287,3,0,30.0,0,0,9.5,0.0,1
288,3,0,22.0,0,0,7.8958,0.0,1
289,2,0,42.0,0,0,13.0,0.0,1
290,3,1,22.0,0,0,7.75,2.0,1
291,1,1,26.0,0,0,78.85,0.0,1
292,1,1,19.0,1,0,91.0792,1.0,0
293,2,0,36.0,0,0,12.875,1.0,1
294,3,1,24.0,0,0,8.85,0.0,1
295,3,0,24.0,0,0,7.8958,0.0,1
296,1,0,,0,0,27.7208,1.0,1
297,3,0,23.5,0,0,7.2292,1.0,1
298,1,1,2.0,1,2,151.55,0.0,0
299,1,0,,0,0,30.5,0.0,1
300,1,1,50.0,0,1,247.5208,1.0,0
301,3,1,,0,0,7.75,2.0,1
302,3,0,,2,0,23.25,2.0,0
303,3,0,19.0,0,0,0.0,0.0,1
304,2,1,,0,0,12.35,2.0,1
305,3,0,,0,0,8.05,0.0,1
306,1,0,0.92,1,2,151.55,0.0,0
307,1,1,,0,0,110.8833,1.0,1
308,1,1,17.0,1,0,108.9,1.0,0
309,2,0,30.0,1,0,24.0,1.0,0
310,1,1,30.0,0,0,56.9292,1.0,1
311,1,1,24.0,0,0,83.1583,1.0,1
312,1,1,18.0,2,2,262.375,1.0,0
313,2,1,26.0,1,1,26.0,0.0,0
314,3,0,28.0,0,0,7.8958,0.0,1
315,2,0,43.0,1,1,26.25,0.0,0
316,3,1,26.0,0,0,7.8542,0.0,1
317,2,1,24.0,1,0,26.0,0.0,0
318,2,0,54.0,0,0,14.0,0.0,1
319,1,1,31.0,0,2,164.8667,0.0,0
320,1,1,40.0,1,1,134.5,1.0,0
321,3,0,22.0,0,0,7.25,0.0,1
322,3,0,27.0,0,0,7.8958,0.0,1
323,2,1,30.0,0,0,12.35,2.0,1
324,2,1,22.0,1,1,29.0,0.0,0
325,3,0,,8,2,69.55,0.0,0
326,1,1,36.0,0,0,135.6333,1.0,1
327,3,0,61.0,0,0,6.2375,0.0,1
328,2,1,36.0,0,0,13.0,0.0,1
329,3,1,31.0,1,1,20.525,0.0,0
330,1,1,16.0,0,1,57.9792,1.0,0
331,3,1,,2,0,23.25,2.0,0
332,1,0,45.5,0,0,28.5,0.0,1
333,1,0,38.0,0,1,153.4625,0.0,0
334,3,0,16.0,2,0,18.0,0.0,0
335,1,1,,1,0,133.65,0.0,0
336,3,0,,0,0,7.8958,0.0,1
337,1,0,29.0,1,0,66.6,0.0,0
338,1,1,41.0,0,0,134.5,1.0,1
339,3,0,45.0,0,0,8.05,0.0,1
340,1,0,45.0,0,0,35.5,0.0,1
341,2,0,2.0,1,1,26.0,0.0,0
342,1,1,24.0,3,2,263.0,0.0,0
343,2,0,28.0,0,0,13.0,0.0,1
344,2,0,25.0,0,0,13.0,0.0,1
345,2,0,36.0,0,0,13.0,0.0,1
346,2,1,24.0,0,0,13.0,0.0,1
347,2,1,40.0,0,0,13.0,0.0,1
348,3,1,,1,0,16.1,0.0,0
349,3,0,3.0,1,1,15.9,0.0,0
350,3,0,42.0,0,0,8.6625,0.0,1
351,3,0,23.0,0,0,9.225,0.0,1
352,1,0,,0,0,35.0,0.0,1
353,3,0,15.0,1,1,7.2292,1.0,0
354,3,0,25.0,1,0,17.8,0.0,0
355,3,0,,0,0,7.225,1.0,1
356,3,0,28.0,0,0,9.5,0.0,1
357,1,1,22.0,0,1,55.0,0.0,0
358,2,1,38.0,0,0,13.0,0.0,1
359,3,1,,0,0,7.8792,2.0,1
360,3,1,,0,0,7.8792,2.0,1
361,3,0,40.0,1,4,27.9,0.0,0
362,2,0,29.0,1,0,27.7208,1.0,0
363,3,1,45.0,0,1,14.4542,1.0,0
364,3,0,35.0,0,0,7.05,0.0,1
365,3,0,,1,0,15.5,2.0,0
366,3,0,30.0,0,0,7.25,0.0,1
367,1,1,60.0,1,0,75.25,1.0,0
368,3,1,,0,0,7.2292,1.0,1
369,3,1,,0,0,7.75,2.0,1
370,1,1,24.0,0,0,69.3,1.0,1
371,1,0,25.0,1,0,55.4417,1.0,0
372,3,0,18.0,1,0,6.4958,0.0,0
373,3,0,19.0,0,0,8.05,0.0,1
374,1,0,22.0,0,0,135.6333,1.0,1
375,3,1,3.0,3,1,21.075,0.0,0
376,1,1,,1,0,82.1708,1.0,0
377,3,1,22.0,0,0,7.25,0.0,1
378,1,0,27.0,0,2,211.5,1.0,0
379,3,0,20.0,0,0,4.0125,1.0,1
380,3,0,19.0,0,0,7.775,0.0,1
381,1,1,42.0,0,0,227.525,1.0,1
382,3,1,1.0,0,2,15.7417,1.0,0
383,3,0,32.0,0,0,7.925,0.0,1
384,1,1,35.0,1,0,52.0,0.0,0
385,3,0,,0,0,7.8958,0.0,1
386,2,0,18.0,0,0,73.5,0.0,1
387,3,0,1.0,5,2,46.9,0.0,0
388,2,1,36.0,0,0,13.0,0.0,1
389,3,0,,0,0,7.7292,2.0,1
390,2,1,17.0,0,0,12.0,1.0,1
391,1,0,36.0,1,2,120.0,0.0,0
392,3,0,21.0,0,0,7.7958,0.0,1
393,3,0,28.0,2,0,7.925,0.0,0
394,1,1,23.0,1,0,113.275,1.0,0
395,3,1,24.0,0,2,16.7,0.0,0
396,3,0,22.0,0,0,7.7958,0.0,1
397,3,1,31.0,0,0,7.8542,0.0,1
398,2,0,46.0,0,0,26.0,0.0,1
399,2,0,23.0,0,0,10.5,0.0,1
400,2,1,28.0,0,0,12.65,0.0,1
401,3,0,39.0,0,0,7.925,0.0,1
402,3,0,26.0,0,0,8.05,0.0,1
403,3,1,21.0,1,0,9.825,0.0,0
404,3,0,28.0,1,0,15.85,0.0,0
405,3,1,20.0,0,0,8.6625,0.0,1
406,2,0,34.0,1,0,21.0,0.0,0
407,3,0,51.0,0,0,7.75,0.0,1
408,2,0,3.0,1,1,18.75,0.0,0
409,3,0,21.0,0,0,7.775,0.0,1
410,3,1,,3,1,25.4667,0.0,0
411,3,0,,0,0,7.8958,0.0,1
412,3,0,,0,0,6.8583,2.0,1
413,1,1,33.0,1,0,90.0,2.0,0
414,2,0,,0,0,0.0,0.0,1
415,3,0,44.0,0,0,7.925,0.0,1
416,3,1,,0,0,8.05,0.0,1
417,2,1,34.0,1,1,32.5,0.0,0
418,2,1,18.0,0,2,13.0,0.0,0
419,2,0,30.0,0,0,13.0,0.0,1
420,3,1,10.0,0,2,24.15,0.0,0
421,3,0,,0,0,7.8958,1.0,1
422,3,0,21.0,0,0,7.7333,2.0,1
423,3,0,29.0,0,0,7.875,0.0,1
424,3,1,28.0,1,1,14.4,0.0,0
425,3,0,18.0,1,1,20.2125,0.0,0
426,3,0,,0,0,7.25,0.0,1
427,2,1,28.0,1,0,26.0,0.0,0
428,2,1,19.0,0,0,26.0,0.0,1
429,3,0,,0,0,7.75,2.0,1
430,3,0,32.0,0,0,8.05,0.0,1
431,1,0,28.0,0,0,26.55,0.0,1
432,3,1,,1,0,16.1,0.0,0
433,2,1,42.0,1,0,26.0,0.0,0
434,3,0,17.0,0,0,7.125,0.0,1
435,1,0,50.0,1,0,55.9,0.0,0
436,1,1,14.0,1,2,120.0,0.0,0
437,3,1,21.0,2,2,34.375,0.0,0
438,2,1,24.0,2,3,18.75,0.0,0
439,1,0,64.0,1,4,263.0,0.0,0
440,2,0,31.0,0,0,10.5,0.0,1
441,2,1,45.0,1,1,26.25,0.0,0
442,3,0,20.0,0,0,9.5,0.0,1
443,3,0,25.0,1,0,7.775,0.0,0
444,2,1,28.0,0,0,13.0,0.0,1
445,3,0,,0,0,8.1125,0.0,1
446,1,0,4.0,0,2,81.8583,0.0,0
447,2,1,13.0,0,1,19.5,0.0,0
448,1,0,34.0,0,0,26.55,0.0,1
449,3,1,5.0,2,1,19.2583,1.0,0
450,1,0,52.0,0,0,30.5,0.0,1
451,2,0,36.0,1,2,27.75,0.0,0
452,3,0,,1,0,19.9667,0.0,0
453,1,0,30.0,0,0,27.75,1.0,1
454,1,0,49.0,1,0,89.1042,1.0,0
455,3,0,,0,0,8.05,0.0,1
456,3,0,29.0,0,0,7.8958,1.0,1
457,1,0,65.0,0,0,26.55,0.0,1
458,1,1,,1,0,51.8625,0.0,0
459,2,1,50.0,0,0,10.5,0.0,1
460,3,0,,0,0,7.75,2.0,1
461,1,0,48.0,0,0,26.55,0.0,1
462,3,0,34.0,0,0,8.05,0.0,1
463,1,0,47.0,0,0,38.5,0.0,1
464,2,0,48.0,0,0,13.0,0.0,1
465,3,0,,0,0,8.05,0.0,1
466,3,0,38.0,0,0,7.05,0.0,1
467,2,0,,0,0,0.0,0.0,1
468,1,0,56.0,0,0,26.55,0.0,1
469,3,0,,0,0,7.725,2.0,1
470,3,1,0.75,2,1,19.2583,1.0,0
471,3,0,,0,0,7.25,0.0,1
472,3,0,38.0,0,0,8.6625,0.0,1
473,2,1,33.0,1,2,27.75,0.0,0
474,2,1,23.0,0,0,13.7917,1.0,1
475,3,1,22.0,0,0,9.8375,0.0,1
476,1,0,,0,0,52.0,0.0,1
477,2,0,34.0,1,0,21.0,0.0,0
478,3,0,29.0,1,0,7.0458,0.0,0
479,3,0,22.0,0,0,7.5208,0.0,1
480,3,1,2.0,0,1,12.2875,0.0,0
481,3,0,9.0,5,2,46.9,0.0,0
482,2,0,,0,0,0.0,0.0,1
483,3,0,50.0,0,0,8.05,0.0,1
484,3,1,63.0,0,0,9.5875,0.0,1
485,1,0,25.0,1,0,91.0792,1.0,0
486,3,1,,3,1,25.4667,0.0,0
487,1,1,35.0,1,0,90.0,0.0,0
488,1,0,58.0,0,0,29.7,1.0,1
489,3,0,30.0,0,0,8.05,0.0,1
490,3,0,9.0,1,1,15.9,0.0,0
491,3,0,,1,0,19.9667,0.0,0
492,3,0,21.0,0,0,7.25,0.0,1
493,1,0,55.0,0,0,30.5,0.0,1
494,1,0,71.0,0,0,49.5042,1.0,1
495,3,0,21.0,0,0,8.05,0.0,1
496,3,0,,0,0,14.4583,1.0,1
497,1,1,54.0,1,0,78.2667,1.0,0
498,3,0,,0,0,15.1,0.0,1
499,1,1,25.0,1,2,151.55,0.0,0
500,3,0,24.0,0,0,7.7958,0.0,1
501,3,0,17.0,0,0,8.6625,0.0,1
502,3,1,21.0,0,0,7.75,2.0,1
503,3,1,,0,0,7.6292,2.0,1
504,3,1,37.0,0,0,9.5875,0.0,1
505,1,1,16.0,0,0,86.5,0.0,1
506,1,0,18.0,1,0,108.9,1.0,0
507,2,1,33.0,0,2,26.0,0.0,0
508,1,0,,0,0,26.55,0.0,1
509,3,0,28.0,0,0,22.525,0.0,1
510,3,0,26.0,0,0,56.4958,0.0,1
511,3,0,29.0,0,0,7.75,2.0,1
512,3,0,,0,0,8.05,0.0,1
513,1,0,36.0,0,0,26.2875,0.0,1
514,1,1,54.0,1,0,59.4,1.0,0
515,3,0,24.0,0,0,7.4958,0.0,1
516,1,0,47.0,0,0,34.0208,0.0,1
517,2,1,34.0,0,0,10.5,0.0,1
518,3,0,,0,0,24.15,2.0,1
519,2,1,36.0,1,0,26.0,0.0,0
520,3,0,32.0,0,0,7.8958,0.0,1
521,1,1,30.0,0,0,93.5,0.0,1
522,3,0,22.0,0,0,7.8958,0.0,1
523,3,0,,0,0,7.225,1.0,1
524,1,1,44.0,0,1,57.9792,1.0,0
525,3,0,,0,0,7.2292,1.0,1
526,3,0,40.5,0,0,7.75,2.0,1
527,2,1,50.0,0,0,10.5,0.0,1
528,1,0,,0,0,221.7792,0.0,1
529,3,0,39.0,0,0,7.925,0.0,1
530,2,0,23.0,2,1,11.5,0.0,0
531,2,1,2.0,1,1,26.0,0.0,0
532,3,0,,0,0,7.2292,1.0,1
533,3,0,17.0,1,1,7.2292,1.0,0
534,3,1,,0,2,22.3583,1.0,0
535,3,1,30.0,0,0,8.6625,0.0,1
536,2,1,7.0,0,2,26.25,0.0,0
537,1,0,45.0,0,0,26.55,0.0,1
538,1,1,30.0,0,0,106.425,1.0,1
539,3,0,,0,0,14.5,0.0,1
540,1,1,22.0,0,2,49.5,1.0,0
541,1,1,36.0,0,2,71.0,0.0,0
542,3,1,9.0,4,2,31.275,0.0,0
543,3,1,11.0,4,2,31.275,0.0,0
544,2,0,32.0,1,0,26.0,0.0,0
545,1,0,50.0,1,0,106.425,1.0,0
546,1,0,64.0,0,0,26.0,0.0,1
547,2,1,19.0,1,0,26.0,0.0,0
548,2,0,,0,0,13.8625,1.0,1
549,3,0,33.0,1,1,20.525,0.0,0
550,2,0,8.0,1,1,36.75,0.0,0
551,1,0,17.0,0,2,110.8833,1.0,0
552,2,0,27.0,0,0,26.0,0.0,1
553,3,0,,0,0,7.8292,2.0,1
554,3,0,22.0,0,0,7.225,1.0,1
555,3,1,22.0,0,0,7.775,0.0,1
556,1,0,62.0,0,0,26.55,0.0,1
557,1,1,48.0,1,0,39.6,1.0,0
558,1,0,,0,0,227.525,1.0,1
559,1,1,39.0,1,1,79.65,0.0,0
560,3,1,36.0,1,0,17.4,0.0,0
561,3,0,,0,0,7.75,2.0,1
562,3,0,40.0,0,0,7.8958,0.0,1
563,2,0,28.0,0,0,13.5,0.0,1
564,3,0,,0,0,8.05,0.0,1
565,3,1,,0,0,8.05,0.0,1
566,3,0,24.0,2,0,24.15,0.0,0
567,3,0,19.0,0,0,7.8958,0.0,1
568,3,1,29.0,0,4,21.075,0.0,0
569,3,0,,0,0,7.2292,1.0,1
570,3,0,32.0,0,0,7.8542,0.0,1
571,2,0,62.0,0,0,10.5,0.0,1
572,1,1,53.0,2,0,51.4792,0.0,0
573,1,0,36.0,0,0,26.3875,0.0,1
574,3,1,,0,0,7.75,2.0,1
575,3,0,16.0,0,0,8.05,0.0,1
576,3,0,19.0,0,0,14.5,0.0,1
577,2,1,34.0,0,0,13.0,0.0,1
578,1,1,39.0,1,0,55.9,0.0,0
579,3,1,,1,0,14.4583,1.0,0
580,3,0,32.0,0,0,7.925,0.0,1
581,2,1,25.0,1,1,30.0,0.0,0
582,1,1,39.0,1,1,110.8833,1.0,0
583,2,0,54.0,0,0,26.0,0.0,1
584,1,0,36.0,0,0,40.125,1.0,1
585,3,0,,0,0,8.7125,1.0,1
586,1,1,18.0,0,2,79.65,0.0,0
587,2,0,47.0,0,0,15.0,0.0,1
