PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Alone,Survived
33,3,1,0.2752890977591004,0,0,0.0151269925664982,2.0,1,1
34,2,0,0.774914919010137,0,0,0.0204946350900944,0.0,1,0
35,1,0,0.3275996080214509,1,0,0.16038672010106,1.0,0,0
36,1,0,0.4923999857541247,1,0,0.1014972404461818,0.0,0,0
37,3,0,0.3099594659656175,0,0,0.0141104586660295,1.0,1,1
38,3,0,0.2451994191551139,0,0,0.0157125535690723,0.0,1,0
39,3,1,0.2098850524981124,2,0,0.0351336601544475,0.0,0,0
40,3,1,0.162799230288777,1,0,0.0219423370754585,1.0,0,1
41,3,1,0.4688570746494571,1,0,0.0184939683312994,0.0,0,0
42,2,1,0.3158281524691171,1,0,0.0409892701801888,0.0,0,0
43,3,0,0.30098275667846,0,0,0.0154115752137492,1.0,1,0
44,2,1,0.0333132192131047,1,2,0.081157193460767,1.0,0,1
45,3,1,0.2216565080504463,0,0,0.0153791741716068,2.0,1,1
46,3,0,0.2989062360672441,0,0,0.0157125535690723,0.0,1,0
47,3,0,0.3324830664802652,1,0,0.0302539851329965,2.0,0,0
48,3,1,0.2752890977591004,0,0,0.0151269925664982,2.0,1,1
49,3,0,0.2385189483900059,2,0,0.0423149802900166,1.0,0,0
50,3,1,0.2098850524981124,1,0,0.0347432861527314,0.0,0,0
51,3,0,0.0803990414224401,4,1,0.0774648409655354,0.0,0,0
52,3,0,0.2451994191551139,0,0,0.0152245860669272,0.0,1,0
53,1,1,0.5748001746204616,1,0,0.1497654242623688,1.0,0,1
54,2,1,0.3393710635737847,1,0,0.0507486202230909,0.0,0,1
55,1,0,0.7631434634578032,0,1,0.1209753416358076,1.0,0,0
56,1,0,0.5739064844791555,0,0,0.0692913853046049,0.0,1,1
57,2,1,0.2451994191551139,0,0,0.0204946350900944,0.0,1,1
58,3,0,0.3334853357976178,0,0,0.0141104586660295,1.0,1,0
59,2,1,0.0568561303177724,1,2,0.0541643927381066,0.0,0,1
60,3,0,0.1274848636317755,5,2,0.0915427034024217,0.0,0,0
61,3,0,0.2569708747074479,0,0,0.0141104586660295,1.0,1,0
62,1,1,0.4453141635447894,0,0,0.1561496006864336,0.0,1,1
63,1,0,0.5277143524111263,1,0,0.1629323489662505,0.0,0,0
64,3,0,0.0450846747654386,3,2,0.0544571732393937,0.0,0,0
65,1,0,0.5322997345380146,0,0,0.0541073981338561,1.0,1,0
66,3,0,0.1029068579915211,1,1,0.0297578197768153,1.0,0,1
67,2,1,0.3393710635737847,0,0,0.0204946350900944,0.0,1,1
68,3,0,0.2216565080504463,0,0,0.0159239410910016,0.0,1,0
69,3,1,0.1981135969457786,4,2,0.0154685698179998,0.0,0,1
70,3,0,0.3040566969167832,2,0,0.0169080739493278,0.0,0,0
71,2,0,0.3746854302307863,0,0,0.0204946350900944,0.0,1,0
72,3,1,0.1863421413934447,5,2,0.0915427034024217,0.0,0,0
73,2,0,0.2451994191551139,0,0,0.1434624456306609,0.0,1,0
74,3,0,0.3040566969167832,1,0,0.0282127194780231,1.0,0,0
75,3,0,0.3746854302307863,0,0,0.1102724576307577,0.0,1,1
76,3,0,0.2922852413644494,0,0,0.0149318055656402,0.0,1,0
77,3,0,0.30098275667846,0,0,0.0154115752137492,0.0,1,0
78,3,0,0.2989062360672441,0,0,0.0157125535690723,0.0,1,0
79,2,0,0.0077691606645403,0,2,0.0566042302488321,0.0,0,1
80,3,1,0.3511425191261186,0,0,0.0243495783570407,0.0,1,1
81,3,0,0.2569708747074479,0,0,0.0175668300772237,0.0,1,0
82,3,0,0.3393710635737847,0,0,0.0185427650815139,0.0,1,1
83,3,1,0.2757726747429073,0,0,0.01520018769182,2.0,1,1
84,1,0,0.3275996080214509,0,0,0.0919330774041378,0.0,1,0
85,2,1,0.1981135969457786,0,0,0.0204946350900944,0.0,1,1
86,3,1,0.3864568857831201,3,0,0.0309371396359996,0.0,0,1
87,3,0,0.1863421413934447,1,3,0.0670955315449519,0.0,0,0
88,3,0,0.2989062360672441,0,0,0.0157125535690723,0.0,1,0
89,1,1,0.2687423302597817,3,2,0.5133418122566507,0.0,0,1
90,3,0,0.2805137858121155,0,0,0.0157125535690723,0.0,1,0
91,3,0,0.3393710635737847,0,0,0.0157125535690723,0.0,1,0
92,3,0,0.2334279636027801,0,0,0.0153303774213923,0.0,1,0
93,1,0,0.5394858079634601,1,0,0.1194056477749072,0.0,0,0
94,3,0,0.3040566969167832,1,2,0.0401597254265421,0.0,0,0
95,3,0,0.6925147301438,0,0,0.014151057562208,0.0,1,0
96,3,0,0.2989062360672441,0,0,0.0157125535690723,0.0,1,0
97,1,0,0.8337721967718063,0,0,0.0676404936513476,1.0,1,0
98,1,0,0.2687423302597817,0,1,0.1236671655646408,1.0,0,1
99,2,1,0.398228341335454,0,1,0.0448930101973496,0.0,0,1
100,2,0,0.398228341335454,1,0,0.0507486202230909,0.0,0,0
101,3,1,0.3275996080214509,0,0,0.0154115752137492,0.0,1,0
102,3,0,0.30098275667846,0,0,0.0154115752137492,0.0,1,0
103,1,0,0.2451994191551139,0,1,0.1508551532881592,0.0,0,0
104,3,0,0.3864568857831201,0,0,0.0168918734282566,0.0,1,0
105,3,0,0.4335427079924555,2,0,0.0154685698179998,0.0,0,0
106,3,0,0.3275996080214509,0,0,0.0154115752137492,0.0,1,0
107,3,1,0.2451994191551139,0,0,0.0149318055656402,0.0,1,1
108,3,0,0.3026094909716981,0,0,0.0151757893167127,0.0,1,1
109,3,0,0.4453141635447894,0,0,0.0154115752137492,0.0,1,0
110,3,1,0.3039879705193725,1,0,0.0471376607072171,2.0,0,1
111,1,0,0.551257263515794,0,0,0.1014972404461818,0.0,1,0
112,3,1,0.168684958064944,1,0,0.0282127194780231,1.0,0,0
113,3,0,0.2569708747074479,0,0,0.0157125535690723,0.0,1,0
114,3,1,0.2334279636027801,1,0,0.0191771228343026,0.0,0,0
115,3,1,0.1981135969457786,0,0,0.0282207221450582,1.0,1,0
116,3,0,0.2451994191551139,0,0,0.0154685698179998,0.0,1,0
117,3,0,0.8278864689956393,0,0,0.0151269925664982,2.0,1,0
118,2,0,0.3393710635737847,1,0,0.0409892701801888,0.0,0,0
119,1,0,0.2805137858121155,0,1,0.4831284260198326,1.0,0,0
120,3,1,0.0215417636607709,4,2,0.0610447345183526,0.0,0,0
121,2,0,0.2451994191551139,2,0,0.1434624456306609,0.0,0,0
122,3,0,0.2989062360672441,0,0,0.0157125535690723,0.0,1,0
123,2,0,0.3805711580069532,1,0,0.0586942926540201,1.0,0,0
124,2,1,0.3805711580069532,0,0,0.0253743101115454,0.0,1,1
125,1,0,0.6336574523821309,0,1,0.1508551532881592,0.0,0,0
126,3,0,0.1392563191841093,1,0,0.0219423370754585,1.0,0,1
127,3,0,0.3029461627551592,0,0,0.0151269925664982,2.0,1,0
128,3,0,0.2805137858121155,0,0,0.0139396700402787,0.0,1,1
129,3,1,0.331622470984429,1,1,0.0436404952128436,1.0,0,1
130,3,0,0.5277143524111263,0,0,0.0136142933098484,0.0,1,0
131,3,0,0.3864568857831201,0,0,0.0154115752137492,1.0,1,0
132,3,0,0.2334279636027801,0,0,0.0137606835604919,0.0,1,0
133,3,1,0.551257263515794,1,0,0.028302115124416,0.0,0,0
134,2,1,0.3393710635737847,1,0,0.0507486202230909,0.0,0,1
135,2,0,0.2922852413644494,0,0,0.0253743101115454,0.0,1,0
136,2,0,0.2687423302597817,0,0,0.0293674457750992,1.0,1,0
137,1,1,0.2216565080504463,0,2,0.0513015849965217,0.0,0,1
138,1,0,0.4335427079924555,1,0,0.1036442974556203,0.0,0,0
139,3,0,0.1863421413934447,0,0,0.0179898003080831,0.0,1,0
140,1,0,0.2805137858121155,0,0,0.1545881046795693,1.0,1,0
141,3,1,0.3571564942665489,0,2,0.0297578197768153,1.0,0,0
142,3,1,0.2569708747074479,0,0,0.0151269925664982,0.0,1,1
143,3,1,0.2805137858121155,1,0,0.0309371396359996,0.0,0,1
144,3,0,0.2216565080504463,0,0,0.0131751225579178,2.0,1,0
145,2,0,0.2098850524981124,0,0,0.0224465050986748,0.0,1,0
146,2,0,0.2216565080504463,1,1,0.0717312228153304,0.0,0,0
147,3,0,0.3158281524691171,0,0,0.0152163882128912,0.0,1,1
148,3,1,0.1039419525271078,2,2,0.0670955315449519,0.0,0,0
149,2,0,0.4276569802162886,0,2,0.0507486202230909,0.0,0,0
150,2,0,0.4923999857541247,0,0,0.0253743101115454,0.0,1,0
151,2,0,0.5983430857251293,0,0,0.0244471718574697,0.0,1,0
152,1,1,0.2569708747074479,1,0,0.1299945425714559,0.0,0,1
153,3,0,0.6513146357106316,0,0,0.0157125535690723,0.0,1,0
154,3,0,0.474742802425624,0,2,0.028302115124416,0.0,0,0
155,3,0,0.3088376832168969,0,0,0.0142730494377443,0.0,1,0
156,1,0,0.5983430857251293,0,1,0.1198042196306593,1.0,0,0
157,3,1,0.1863421413934447,0,0,0.0150943963373549,2.0,1,1
158,3,0,0.3511425191261186,0,0,0.0157125535690723,0.0,1,0
159,3,0,0.2912264372321081,0,0,0.0169080739493278,0.0,1,0
160,3,0,0.1641671909481185,8,2,0.1357525590967682,0.0,0,0
161,3,0,0.5159428968587925,0,1,0.0314251071381447,0.0,0,0
162,2,1,0.4688570746494571,0,0,0.0307419526351416,0.0,1,1
163,3,0,0.3040566969167832,0,0,0.0151757893167127,0.0,1,0
164,3,0,0.1981135969457786,0,0,0.0169080739493278,0.0,1,0
165,3,0,0.009770308108437,4,1,0.0774648409655354,0.0,0,0
166,3,0,0.1039419525271078,0,2,0.0400621319261131,0.0,0,1
167,1,1,0.3080170527610447,0,1,0.1073528504719231,0.0,0,1
168,3,1,0.5277143524111263,1,4,0.0544571732393937,0.0,0,0
169,1,0,0.5294348249301696,0,0,0.0506022299724474,0.0,1,0
170,3,0,0.3275996080214509,0,0,0.1102724576307577,0.0,1,0
171,1,0,0.7160576412484678,0,0,0.065387645287444,0.0,1,0
172,3,0,0.0450846747654386,4,1,0.0568482139999047,2.0,0,0
173,3,1,0.009770308108437,1,1,0.0217307543665283,0.0,0,1
174,3,0,0.2451994191551139,0,0,0.0154685698179998,0.0,1,0
175,1,0,0.6572003634867986,0,0,0.0599142114093828,1.0,1,0
176,3,0,0.2098850524981124,1,1,0.0153303774213923,0.0,0,0
177,3,0,0.0488533668097991,3,1,0.049707687947515,0.0,0,0
178,1,1,0.5865716301727955,0,0,0.0560430676213653,1.0,1,0
179,2,0,0.3511425191261186,0,0,0.0253743101115454,0.0,1,0
180,3,0,0.4217712524401217,0,0,0.0,0.0,1,0
181,3,1,0.4231738457254044,8,2,0.1357525590967682,0.0,0,0
182,2,0,0.4534275157069433,0,0,0.0293756436291353,1.0,1,0
183,3,0,0.1039419525271078,4,2,0.0612643198943179,0.0,0,0
184,2,0,0.009770308108437,2,1,0.0761229303346364,0.0,0,1
185,3,1,0.0450846747654386,0,2,0.0429899369389837,0.0,0,1
186,1,0,0.5572635150754633,0,0,0.097593500429021,0.0,1,0
187,3,1,0.2964983648604751,1,0,0.0302539851329965,2.0,0,1
188,1,0,0.5277143524111263,0,0,0.0518221487278101,0.0,1,1
189,3,0,0.4688570746494571,1,1,0.0302539851329965,2.0,0,0
190,3,0,0.4217712524401217,0,0,0.0154115752137492,0.0,1,0
191,2,1,0.3746854302307863,0,0,0.0253743101115454,0.0,1,1
192,2,0,0.2216565080504463,0,0,0.0253743101115454,0.0,1,0
193,3,1,0.2216565080504463,1,0,0.0153303774213923,0.0,0,1
194,2,0,0.0333132192131047,1,1,0.0507486202230909,0.0,0,1
195,1,1,0.5159428968587925,0,0,0.0541073981338561,1.0,1,1
196,1,1,0.6807432745914662,0,0,0.2859895551532101,1.0,1,1
197,3,0,0.3029461627551592,0,0,0.0151269925664982,2.0,1,0
198,3,0,0.4923999857541247,0,1,0.0164039059261115,0.0,0,0
199,3,1,0.2752890977591004,0,0,0.0151269925664982,2.0,1,1
200,2,1,0.2805137858121155,0,0,0.0253743101115454,0.0,1,0
201,3,0,0.3275996080214509,0,0,0.0185427650815139,0.0,1,0
202,3,0,0.1641671909481185,8,2,0.1357525590967682,0.0,0,0
203,3,0,0.398228341335454,0,0,0.0126789572017366,0.0,1,0
204,3,0,0.5336000801872932,0,0,0.0141022608119935,1.0,1,0
205,3,0,0.2098850524981124,0,0,0.0157125535690723,0.0,1,1
206,3,1,0.0215417636607709,0,1,0.0204214399647726,0.0,0,0
207,3,0,0.3746854302307863,1,0,0.0309371396359996,0.0,0,0
208,3,0,0.3040566969167832,0,0,0.0366707577862046,1.0,1,1
209,3,1,0.1863421413934447,0,0,0.0151269925664982,2.0,1,1
210,1,0,0.4688570746494571,0,0,0.060507970265993,1.0,1,1
211,3,0,0.2805137858121155,0,0,0.0137606835604919,0.0,1,0
212,2,1,0.4099997968877878,0,0,0.0409892701801888,0.0,1,1
213,3,0,0.2569708747074479,0,0,0.014151057562208,0.0,1,0
214,2,0,0.3511425191261186,0,0,0.0253743101115454,0.0,1,0
215,3,0,0.2466646991772705,1,0,0.0151269925664982,2.0,0,0
216,1,1,0.3629139746784525,1,0,0.2210980752219471,1.0,0,1
217,3,1,0.3158281524691171,0,0,0.0154685698179998,0.0,1,1
218,2,0,0.4923999857541247,1,0,0.0527004902316713,0.0,0,0
219,1,1,0.3746854302307863,0,0,0.1489114811336148,1.0,1,1
220,2,0,0.3511425191261186,0,0,0.0204946350900944,0.0,1,0
221,3,0,0.1863421413934447,0,0,0.0157125535690723,0.0,1,1
222,2,0,0.3158281524691171,0,0,0.0253743101115454,0.0,1,0
223,3,0,0.5983430857251293,0,0,0.0157125535690723,0.0,1,0
224,3,0,0.30098275667846,0,0,0.0154115752137492,0.0,1,0
225,1,0,0.4453141635447894,1,0,0.1756683007722378,0.0,0,1
226,3,0,0.2569708747074479,0,0,0.0182499845802269,0.0,1,0
227,2,0,0.2216565080504463,0,0,0.0204946350900944,0.0,1,1
228,3,0,0.239313691378947,0,0,0.014151057562208,0.0,1,0
229,2,0,0.2098850524981124,0,0,0.0253743101115454,0.0,1,0
230,3,1,0.0239050334338723,3,1,0.049707687947515,0.0,0,0
231,1,1,0.4099997968877878,1,0,0.1629323489662505,0.0,0,1
232,3,0,0.3393710635737847,0,0,0.0151757893167127,0.0,1,0
233,2,0,0.6925147301438,0,0,0.0263502451158356,0.0,1,0
234,3,1,0.0568561303177724,4,2,0.0612643198943179,0.0,0,1
235,2,0,0.2805137858121155,0,0,0.0204946350900944,0.0,1,0
236,3,1,0.2713024278548045,0,0,0.0147366185647821,0.0,1,0
237,2,0,0.5159428968587925,1,0,0.0507486202230909,0.0,0,0
238,2,1,0.092170496974774,0,2,0.051236587725236,0.0,0,1
239,2,0,0.2216565080504463,0,0,0.0204946350900944,0.0,1,0
240,2,0,0.3864568857831201,0,0,0.0239592043553246,0.0,1,0
241,3,1,0.2984628261938481,1,0,0.0282127194780231,1.0,0,0
242,3,1,0.2964983648604751,1,0,0.0302539851329965,2.0,0,1
243,2,0,0.3393710635737847,0,0,0.0204946350900944,0.0,1,0
244,3,0,0.2569708747074479,0,0,0.0139070738111354,0.0,1,0
245,3,0,0.3511425191261186,0,0,0.0141022608119935,1.0,1,0
246,1,0,0.5159428968587925,2,0,0.1756683007722378,2.0,0,0
247,3,1,0.2922852413644494,0,0,0.0151757893167127,0.0,1,0
248,2,1,0.2805137858121155,0,2,0.028302115124416,0.0,0,1
249,1,0,0.4335427079924555,1,1,0.1025789668049371,0.0,0,1
250,2,0,0.6336574523821309,1,0,0.0507486202230909,0.0,0,0
251,3,0,0.3096793514494148,0,0,0.014151057562208,0.0,1,0
252,3,1,0.3393710635737847,1,1,0.0204214399647726,0.0,0,0
253,1,0,0.7278290968008017,0,0,0.0518221487278101,0.0,1,0
254,3,0,0.3511425191261186,1,0,0.0314251071381447,0.0,0,0
255,3,1,0.4806285302017909,0,2,0.0394521725484317,0.0,0,0
256,3,1,0.3393710635737847,0,2,0.0297578197768153,1.0,0,1
257,1,1,0.3396258968343572,0,0,0.1545881046795693,1.0,1,1
258,1,1,0.3511425191261186,0,0,0.1688367557422063,0.0,1,1
259,1,1,0.4099997968877878,0,0,1.0,1.0,1,1
260,2,1,0.5865716301727955,0,1,0.0507486202230909,0.0,0,1
261,3,0,0.3029461627551592,0,0,0.0151269925664982,2.0,1,0
262,3,0,0.0333132192131047,4,2,0.0612643198943179,0.0,0,1
263,1,0,0.6101145412774631,1,1,0.1554664461834305,0.0,0,0
264,1,0,0.4688570746494571,0,0,0.0,0.0,1,0
265,3,1,0.2752890977591004,0,0,0.0151269925664982,2.0,1,0
266,2,0,0.4217712524401217,0,0,0.0204946350900944,0.0,1,0
267,3,0,0.1863421413934447,4,1,0.0774648409655354,0.0,0,0
268,3,0,0.2922852413644494,1,0,0.0151757893167127,0.0,0,1
269,1,1,0.6807432745914662,0,1,0.2995388511917728,0.0,0,1
270,1,1,0.4099997968877878,0,0,0.2647385704347907,0.0,1,1
271,1,0,0.5638028733257963,0,0,0.060507970265993,0.0,1,0
272,3,0,0.2922852413644494,0,0,0.0,0.0,1,1
273,2,1,0.4806285302017909,0,1,0.0380614651673182,0.0,0,1
274,1,0,0.4335427079924555,0,1,0.0579705392548384,1.0,0,0
275,3,1,0.2752890977591004,0,0,0.0151269925664982,2.0,1,1
276,1,1,0.7396005523531355,1,0,0.1521644676899149,0.0,0,1
277,3,1,0.5277143524111263,0,0,0.0151269925664982,0.0,1,0
278,2,0,0.4541938116702328,0,0,0.0,0.0,1,0
279,3,0,0.0803990414224401,4,1,0.0568482139999047,2.0,0,0
280,3,1,0.4099997968877878,1,1,0.0395253676737535,0.0,0,1
281,3,0,0.7631434634578032,0,0,0.0151269925664982,2.0,1,0
282,3,0,0.3275996080214509,0,0,0.0153303774213923,0.0,1,0
283,3,0,0.1863421413934447,0,0,0.0185427650815139,0.0,1,0
284,3,0,0.2216565080504463,0,0,0.0157125535690723,0.0,1,1
285,1,0,0.5294900575135184,0,0,0.0507486202230909,0.0,1,0
286,3,0,0.3864568857831201,0,0,0.0169080739493278,1.0,1,0
287,3,0,0.3511425191261186,0,0,0.0185427650815139,0.0,1,1
288,3,0,0.2569708747074479,0,0,0.0154115752137492,0.0,1,0
289,2,0,0.4923999857541247,0,0,0.0253743101115454,0.0,1,1
290,3,1,0.2569708747074479,0,0,0.0151269925664982,2.0,1,1
291,1,1,0.3040566969167832,0,0,0.1539049501765661,0.0,1,1
292,1,1,0.2216565080504463,1,0,0.1777747588854978,1.0,0,1
293,2,0,0.4217712524401217,0,0,0.0251303263604729,1.0,1,0
294,3,1,0.2805137858121155,0,0,0.0172740495759367,0.0,1,0
295,3,0,0.2805137858121155,0,0,0.0154115752137492,0.0,1,0
296,1,0,0.5322997345380146,0,0,0.0541073981338561,1.0,1,0
297,3,0,0.2746280580359486,0,0,0.0141104586660295,1.0,1,0
298,1,1,0.0215417636607709,1,2,0.2958058998003627,0.0,0,0
299,1,0,0.558358826598262,0,0,0.0595320352617028,0.0,1,1
300,1,1,0.5865716301727955,0,1,0.4831284260198326,1.0,0,1
301,3,1,0.2752890977591004,0,0,0.0151269925664982,2.0,1,1
302,3,0,0.2379735154033024,2,0,0.0453809776994947,2.0,0,1
303,3,0,0.2216565080504463,0,0,0.0,0.0,1,0
304,2,1,0.3713043653958666,0,0,0.0241055946059681,2.0,1,1
305,3,0,0.2989062360672441,0,0,0.0157125535690723,0.0,1,0
306,1,0,0.0088285916642503,1,2,0.2958058998003627,0.0,0,1
307,1,1,0.3869257789825734,0,0,0.2164297877224253,1.0,1,1
308,1,1,0.1981135969457786,1,0,0.2125586439344078,1.0,0,1
309,2,0,0.3511425191261186,1,0,0.04684488020593,1.0,0,0
310,1,1,0.3511425191261186,0,0,0.1111183980924764,1.0,1,1
311,1,1,0.2805137858121155,0,0,0.1623141917345331,1.0,1,1
312,1,1,0.2098850524981124,2,2,0.5121218935012878,1.0,0,1
313,2,1,0.3040566969167832,1,1,0.0507486202230909,0.0,0,0
314,3,0,0.3275996080214509,0,0,0.0154115752137492,0.0,1,0
315,2,0,0.5041714413064585,1,1,0.051236587725236,0.0,0,0
316,3,1,0.3040566969167832,0,0,0.0153303774213923,0.0,1,1
317,2,1,0.2805137858121155,1,0,0.0507486202230909,0.0,0,1
318,2,0,0.6336574523821309,0,0,0.0273261801201258,0.0,1,0
319,1,1,0.3629139746784525,0,2,0.3217983671436256,0.0,0,1
320,1,1,0.4688570746494571,1,1,0.2625265161540666,1.0,0,1
321,3,0,0.2569708747074479,0,0,0.014151057562208,0.0,1,0
322,3,0,0.3158281524691171,0,0,0.0154115752137492,0.0,1,0
323,2,1,0.3511425191261186,0,0,0.0241055946059681,2.0,1,1
324,2,1,0.2569708747074479,1,1,0.0566042302488321,0.0,0,1
325,3,0,0.1641671909481185,8,2,0.1357525590967682,0.0,0,0
326,1,1,0.4217712524401217,0,0,0.2647385704347907,1.0,1,1
327,3,0,0.7160576412484678,0,0,0.0121747891785203,0.0,1,0
328,2,1,0.4217712524401217,0,0,0.0253743101115454,0.0,1,1
329,3,1,0.3629139746784525,1,1,0.0400621319261131,0.0,0,1
330,1,1,0.1863421413934447,0,1,0.1131678616014859,1.0,0,1
331,3,1,0.2051344665711102,2,0,0.0453809776994947,2.0,0,1
332,1,0,0.5336000801872932,0,0,0.0556282952445419,0.0,1,0
333,1,0,0.4453141635447894,0,1,0.2995388511917728,0.0,0,0
334,3,0,0.1863421413934447,2,0,0.0351336601544475,0.0,0,0
335,1,1,0.3101195281959806,1,0,0.2608674266467732,0.0,0,1
336,3,0,0.30098275667846,0,0,0.0154115752137492,0.0,1,0
337,1,0,0.3393710635737847,1,0,0.1299945425714559,0.0,0,0
338,1,1,0.4806285302017909,0,0,0.2625265161540666,1.0,1,1
339,3,0,0.5277143524111263,0,0,0.0157125535690723,0.0,1,1
340,1,0,0.5277143524111263,0,0,0.0692913853046049,0.0,1,0
341,2,0,0.0215417636607709,1,1,0.0507486202230909,0.0,0,1
342,1,1,0.2805137858121155,3,2,0.5133418122566507,0.0,0,1
343,2,0,0.3275996080214509,0,0,0.0253743101115454,0.0,1,0
344,2,0,0.2922852413644494,0,0,0.0253743101115454,0.0,1,0
345,2,0,0.4217712524401217,0,0,0.0253743101115454,0.0,1,0
346,2,1,0.2805137858121155,0,0,0.0253743101115454,0.0,1,1
347,2,1,0.4688570746494571,0,0,0.0253743101115454,0.0,1,1
348,3,1,0.2953712160193071,1,0,0.0314251071381447,0.0,0,1
349,3,0,0.0333132192131047,1,1,0.0310347331364286,0.0,0,1
350,3,0,0.4923999857541247,0,0,0.0169080739493278,0.0,1,0
351,3,0,0.2687423302597817,0,0,0.0180060008291543,0.0,1,0
352,1,0,0.5761470862770025,0,0,0.0683154503003147,0.0,1,0
353,3,0,0.1745706858411109,1,1,0.0141104586660295,1.0,0,0
354,3,0,0.2922852413644494,1,0,0.0347432861527314,0.0,0,0
355,3,0,0.3100160456851455,0,0,0.0141022608119935,1.0,1,0
356,3,0,0.3275996080214509,0,0,0.0185427650815139,0.0,1,0
357,1,1,0.2569708747074479,0,1,0.1073528504719231,0.0,0,1
358,2,1,0.4453141635447894,0,0,0.0253743101115454,0.0,1,0
359,3,1,0.2769551459765026,0,0,0.0153791741716068,2.0,1,1
360,3,1,0.2769551459765026,0,0,0.0153791741716068,2.0,1,1
361,3,0,0.4688570746494571,1,4,0.0544571732393937,0.0,0,0
362,2,0,0.3393710635737847,1,0,0.0541073981338561,1.0,0,0
363,3,1,0.5277143524111263,0,1,0.0282127194780231,1.0,0,0
364,3,0,0.4099997968877878,0,0,0.0137606835604919,0.0,1,0
365,3,0,0.3324830664802652,1,0,0.0302539851329965,2.0,0,0
366,3,0,0.3511425191261186,0,0,0.014151057562208,0.0,1,0
367,1,1,0.704286185696134,1,0,0.1468782181456766,1.0,0,1
368,3,1,0.257462220176555,0,0,0.0141104586660295,1.0,1,1
369,3,1,0.2752890977591004,0,0,0.0151269925664982,2.0,1,1
370,1,1,0.2805137858121155,0,0,0.1352645915946231,1.0,1,1
371,1,0,0.2922852413644494,1,0,0.1082149914547131,1.0,0,1
372,3,0,0.2098850524981124,1,0,0.0126789572017366,0.0,0,0
373,3,0,0.2216565080504463,0,0,0.0157125535690723,0.0,1,0
374,1,0,0.2569708747074479,0,0,0.2647385704347907,1.0,1,0
375,3,1,0.0333132192131047,3,1,0.0411356604308323,0.0,0,0
376,1,1,0.5333306529514457,1,0,0.16038672010106,1.0,0,1
377,3,1,0.2569708747074479,0,0,0.014151057562208,0.0,1,1
378,1,0,0.3158281524691171,0,2,0.4128205068147589,1.0,0,0
379,3,0,0.2334279636027801,0,0,0.0078318784094289,1.0,1,0
380,3,0,0.2216565080504463,0,0,0.0151757893167127,0.0,1,0
381,1,1,0.4923999857541247,0,0,0.4440992237022602,1.0,1,1
382,3,1,0.009770308108437,0,2,0.0307257521140704,1.0,0,1
383,3,0,0.3746854302307863,0,0,0.0154685698179998,0.0,1,0
384,1,1,0.4099997968877878,1,0,0.1014972404461818,0.0,0,1
385,3,0,0.30098275667846,0,0,0.0154115752137492,0.0,1,0
386,2,0,0.2098850524981124,0,0,0.1434624456306609,0.0,1,0
387,3,0,0.009770308108437,5,2,0.0915427034024217,0.0,0,0
388,2,1,0.4217712524401217,0,0,0.0253743101115454,0.0,1,1
